Displayname,Alertname,TimeRaised,TimeStopped,TimePeriod,Time Of Day,Share,HourofDay,Day,Month
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,07/08/2017 13:25,07/08/2017 14:45,4800, 14:45,160.00%,13,7,Jul
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,07/08/2017 15:15,07/08/2017 15:40,1500, 15:40,50.00%,15,7,Jul
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,08/08/2017 08:20,08/08/2017 10:20,7200, 10:20,240.00%,8,8,Jul
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,08/08/2017 10:50,08/08/2017 11:35,2700, 11:35,90.00%,10,8,Jul
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,08/08/2017 12:05,08/08/2017 12:55,3000, 12:55,100.00%,12,8,Jul
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,08/08/2017 13:25,08/08/2017 13:50,1500, 13:50,50.00%,13,8,Jul
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,08/08/2017 14:20,08/08/2017 15:10,3000, 15:10,100.00%,14,8,Jul
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,08/08/2017 15:40,08/08/2017 15:45,301, 15:45,10.03%,15,8,Jul
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,09/08/2017 08:55,09/08/2017 09:00,301, 09:00,10.03%,8,9,Jul
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,09/08/2017 09:55,09/08/2017 10:55,3600, 10:55,120.00%,9,9,Jul
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,09/08/2017 11:25,09/08/2017 11:30,300, 11:30,10.00%,11,9,Jul
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,09/08/2017 14:05,09/08/2017 14:25,1200, 14:25,40.00%,14,9,Jul
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,09/08/2017 14:55,09/08/2017 15:00,301, 15:00,10.03%,14,9,Jul
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,10/08/2017 09:15,10/08/2017 09:30,900, 09:30,30.00%,9,10,Jul
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,10/08/2017 10:15,10/08/2017 12:10,6900, 12:10,230.00%,10,10,Jul
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,10/08/2017 12:50,10/08/2017 13:00,601, 13:00,20.03%,12,10,Jul
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,10/08/2017 13:30,10/08/2017 13:35,301, 13:35,10.03%,13,10,Jul
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,10/08/2017 14:05,10/08/2017 14:20,901, 14:20,30.03%,14,10,Jul
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,10/08/2017 15:30,10/08/2017 15:55,1500, 15:55,50.00%,15,10,Jul
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,11/08/2017 08:55,11/08/2017 10:50,6900, 10:50,230.00%,8,11,Jul
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,11/08/2017 12:05,11/08/2017 12:20,900, 12:20,30.00%,12,11,Jul
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,11/08/2017 13:15,11/08/2017 13:55,2400, 13:55,80.00%,13,11,Jul
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,11/08/2017 14:25,11/08/2017 14:35,601, 14:35,20.03%,14,11,Jul
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,11/08/2017 15:50,11/08/2017 16:00,601, 16:00,20.03%,15,11,Jul
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,14/08/2017 08:55,14/08/2017 10:50,6901, 10:50,230.03%,8,14,Jul
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,14/08/2017 13:20,14/08/2017 13:40,1200, 13:40,40.00%,13,14,Jul
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,14/08/2017 15:00,14/08/2017 15:35,2100, 15:35,70.00%,15,14,Jul
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,15/08/2017 07:50,15/08/2017 08:05,901, 08:05,30.03%,7,15,Jul
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,15/08/2017 08:40,15/08/2017 08:55,901, 08:55,30.03%,8,15,Jul
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,15/08/2017 09:30,15/08/2017 11:30,7201, 11:30,240.03%,9,15,Jul
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,15/08/2017 12:20,15/08/2017 15:50,12601, 15:50,420.03%,12,15,Jul
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,16/08/2017 08:45,16/08/2017 09:40,3301, 09:40,110.03%,8,16,Jul
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,16/08/2017 10:55,16/08/2017 11:25,1801, 11:25,60.03%,10,16,Jul
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,16/08/2017 12:35,16/08/2017 13:20,2701, 13:20,90.03%,12,16,Jul
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,16/08/2017 13:55,16/08/2017 15:10,4502, 15:10,150.07%,13,16,Jul
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,17/08/2017 08:45,17/08/2017 09:15,1801, 09:15,60.03%,8,17,Jul
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,17/08/2017 09:45,17/08/2017 12:20,9301, 12:20,310.03%,9,17,Jul
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,17/08/2017 12:55,17/08/2017 14:25,5401, 14:25,180.03%,12,17,Jul
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,17/08/2017 14:55,17/08/2017 16:10,4501, 16:10,150.03%,14,17,Jul
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,18/08/2017 08:25,18/08/2017 08:30,301, 08:30,10.03%,8,18,Jul
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,18/08/2017 09:00,18/08/2017 10:45,6301, 10:45,210.03%,9,18,Jul
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,18/08/2017 12:35,18/08/2017 13:50,4502, 13:50,150.07%,12,18,Jul
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,18/08/2017 14:20,18/08/2017 14:50,1801, 14:50,60.03%,14,18,Jul
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,18/08/2017 15:50,18/08/2017 16:05,899, 16:05,29.97%,15,18,Jul
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,20/08/2017 20:25,20/08/2017 20:30,301, 20:30,10.03%,20,20,Jul
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,21/08/2017 09:15,21/08/2017 09:35,1201, 09:35,40.03%,9,21,Jul
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,21/08/2017 10:05,21/08/2017 11:00,3301, 11:00,110.03%,10,21,Jul
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,21/08/2017 12:35,21/08/2017 12:50,901, 12:50,30.03%,12,21,Jul
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,21/08/2017 13:45,21/08/2017 13:50,301, 13:50,10.03%,13,21,Jul
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,21/08/2017 14:20,21/08/2017 14:25,300, 14:25,10.00%,14,21,Jul
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,21/08/2017 15:20,21/08/2017 15:40,1201, 15:40,40.03%,15,21,Jul
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,22/08/2017 08:10,22/08/2017 09:10,3600, 09:10,120.00%,8,22,Jul
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,22/08/2017 10:10,22/08/2017 11:20,4201, 11:20,140.03%,10,22,Jul
PRI-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,22/08/2017 12:35,22/08/2017 15:10,9300, 15:10,310.00%,12,22,Jul
PRI-SQL-21.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,23/08/2017 08:42,23/08/2017 08:52,600, 08:52,20.00%,8,23,Jul
PRI-SQL-21.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,23/08/2017 09:27,23/08/2017 09:32,301, 09:32,10.03%,9,23,Jul
PRI-SQL-21.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,23/08/2017 12:42,23/08/2017 14:17,5700, 14:17,190.00%,12,23,Jul
PRI-SQL-21.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,24/08/2017 09:12,24/08/2017 09:27,900, 09:27,30.00%,9,24,Jul
PRI-SQL-21.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,24/08/2017 10:42,24/08/2017 10:57,900, 10:57,30.00%,10,24,Jul
PRI-SQL-21.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,24/08/2017 13:32,24/08/2017 14:07,2100, 14:07,70.00%,13,24,Jul
PRI-SQL-21.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,24/08/2017 15:02,24/08/2017 15:37,2100, 15:37,70.00%,15,24,Jul
PRI-SQL-21.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,25/08/2017 08:57,25/08/2017 09:12,900, 09:12,30.00%,8,25,Jul
PRI-SQL-21.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,25/08/2017 09:42,25/08/2017 10:37,3300, 10:37,110.00%,9,25,Jul
PRI-SQL-21.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,25/08/2017 11:17,25/08/2017 11:22,300, 11:22,10.00%,11,25,Jul
PRI-SQL-21.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,25/08/2017 12:47,25/08/2017 13:07,1200, 13:07,40.00%,12,25,Jul
PRI-SQL-21.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,25/08/2017 14:07,25/08/2017 14:12,300, 14:12,10.00%,14,25,Jul
PRI-SQL-21.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,25/08/2017 14:52,25/08/2017 16:02,4200, 16:02,140.00%,14,25,Jul
PRI-SQL-21.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,29/08/2017 08:42,29/08/2017 09:42,3600, 09:42,120.00%,8,29,Jul
PRI-SQL-21.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,29/08/2017 10:12,29/08/2017 10:22,600, 10:22,20.00%,10,29,Jul
PRI-SQL-21.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,29/08/2017 10:52,29/08/2017 11:27,2100, 11:27,70.00%,10,29,Jul
PRI-SQL-21.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,29/08/2017 13:12,29/08/2017 13:37,1500, 13:37,50.00%,13,29,Jul
PRI-SQL-21.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,29/08/2017 14:07,29/08/2017 14:17,600, 14:17,20.00%,14,29,Jul
PRI-SQL-21.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,29/08/2017 14:47,29/08/2017 15:57,4200, 15:57,140.00%,14,29,Jul
PRI-SQL-21.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,30/08/2017 08:37,30/08/2017 10:47,7800, 10:47,260.00%,8,30,Jul
PRI-SQL-21.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,30/08/2017 11:17,30/08/2017 12:37,4800, 12:37,160.00%,11,30,Jul
PRI-SQL-21.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,30/08/2017 13:27,30/08/2017 15:27,7200, 15:27,240.00%,13,30,Jul
PRI-SQL-21.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,30/08/2017 15:57,30/08/2017 16:17,1200, 16:17,40.00%,15,30,Jul
PRI-SQL-21.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,31/08/2017 10:12,31/08/2017 12:17,7500, 12:17,250.00%,10,31,Jul
PRI-SQL-21.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,31/08/2017 13:22,31/08/2017 14:32,4200, 14:32,140.00%,13,31,Jul
PRI-SQL-21.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,31/08/2017 15:02,31/08/2017 15:57,3301, 15:57,110.03%,15,31,Jul
PRI-SQL-21.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,31/08/2017 16:47,31/08/2017 16:52,300, 16:52,10.00%,16,31,Jul
PRI-SQL-24.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,22/08/2017 23:46,23/08/2017 00:46,3600, 00:46,120.00%,23,23,Jul
PRI-SQL-24.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,23/08/2017 03:16,23/08/2017 03:56,2400, 03:56,80.00%,3,23,Jul
PRI-SQL-24.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,23/08/2017 06:56,23/08/2017 07:01,301, 07:01,10.03%,6,23,Jul
PRI-SQL-24.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,23/08/2017 07:51,23/08/2017 09:41,6600, 09:41,220.00%,7,23,Jul
PRI-SQL-24.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,23/08/2017 15:56,23/08/2017 16:51,3302, 16:51,110.07%,15,23,Jul
PRI-SQL-24.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,24/08/2017 03:26,24/08/2017 03:41,901, 03:41,30.03%,3,24,Jul
PRI-SQL-24.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,24/08/2017 19:01,24/08/2017 19:16,901, 19:16,30.03%,19,24,Jul
PRI-SQL-24.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,25/08/2017 03:31,25/08/2017 03:56,1501, 03:56,50.03%,3,25,Jul
PRI-SQL-24.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,25/08/2017 08:46,25/08/2017 09:16,1800, 09:16,60.00%,8,25,Jul
PRI-SQL-24.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,27/08/2017 17:11,27/08/2017 17:26,900, 17:26,30.00%,17,27,Jul
PRI-SQL-24.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,27/08/2017 21:41,27/08/2017 22:11,1800, 22:11,60.00%,21,27,Jul
PRI-SQL-24.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,29/08/2017 06:26,29/08/2017 06:31,299, 06:31,9.97%,6,29,Jul
PRI-SQL-24.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,29/08/2017 14:46,29/08/2017 14:56,600, 14:56,20.00%,14,29,Jul
PRI-SQL-24.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,29/08/2017 23:01,29/08/2017 23:21,1200, 23:21,40.00%,23,29,Jul
PRI-SQL-24.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,30/08/2017 03:26,30/08/2017 05:06,6000, 05:06,200.00%,3,30,Jul
SEC-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,01/08/2017 16:31,01/08/2017 16:41,601, 16:41,20.03%,16,1,Jul
SEC-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,01/08/2017 19:46,01/08/2017 19:56,601, 19:56,20.03%,19,1,Jul
SEC-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,02/08/2017 02:01,02/08/2017 02:11,601, 02:11,20.03%,2,2,Jul
SEC-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,02/08/2017 07:41,02/08/2017 08:56,4501, 08:56,150.03%,7,2,Jul
SEC-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,02/08/2017 10:51,02/08/2017 10:56,301, 10:56,10.03%,10,2,Jul
SEC-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,02/08/2017 11:31,02/08/2017 11:41,601, 11:41,20.03%,11,2,Jul
SEC-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,02/08/2017 13:41,02/08/2017 14:11,1800, 14:11,60.00%,13,2,Jul
SEC-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,02/08/2017 16:41,02/08/2017 16:51,600, 16:51,20.00%,16,2,Jul
SEC-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,03/08/2017 07:56,03/08/2017 08:01,301, 08:01,10.03%,7,3,Jul
SEC-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,03/08/2017 15:21,03/08/2017 15:36,901, 15:36,30.03%,15,3,Jul
SEC-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,03/08/2017 20:26,03/08/2017 20:36,601, 20:36,20.03%,20,3,Jul
SEC-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,04/08/2017 07:41,04/08/2017 07:51,601, 07:51,20.03%,7,4,Jul
SEC-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,04/08/2017 09:56,04/08/2017 10:26,1801, 10:26,60.03%,9,4,Jul
SEC-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,04/08/2017 12:06,04/08/2017 12:11,301, 12:11,10.03%,12,4,Jul
SEC-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,11/08/2017 09:31,11/08/2017 11:26,6900, 11:26,230.00%,9,11,Jul
SEC-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,14/08/2017 11:31,14/08/2017 11:46,901, 11:46,30.03%,11,14,Jul
SEC-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,14/08/2017 12:46,14/08/2017 12:51,301, 12:51,10.03%,12,14,Jul
SEC-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,15/08/2017 07:36,15/08/2017 08:16,2401, 08:16,80.03%,7,15,Jul
SEC-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,15/08/2017 08:46,15/08/2017 09:01,901, 09:01,30.03%,8,15,Jul
SEC-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,15/08/2017 10:16,15/08/2017 10:41,1501, 10:41,50.03%,10,15,Jul
SEC-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,15/08/2017 12:41,15/08/2017 13:01,1201, 13:01,40.03%,12,15,Jul
SEC-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,15/08/2017 15:36,15/08/2017 15:41,300, 15:41,10.00%,15,15,Jul
SEC-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,16/08/2017 08:42,16/08/2017 09:42,3601, 09:42,120.03%,8,16,Jul
SEC-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,16/08/2017 13:52,16/08/2017 14:27,2100, 14:27,70.00%,13,16,Jul
SEC-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,17/08/2017 07:47,17/08/2017 08:22,2101, 08:22,70.03%,7,17,Jul
SEC-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,17/08/2017 08:52,17/08/2017 08:57,301, 08:57,10.03%,8,17,Jul
SEC-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,17/08/2017 09:47,17/08/2017 09:57,600, 09:57,20.00%,9,17,Jul
SEC-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,17/08/2017 11:57,17/08/2017 12:07,601, 12:07,20.03%,11,17,Jul
SEC-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,17/08/2017 16:02,17/08/2017 16:07,300, 16:07,10.00%,16,17,Jul
SEC-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,18/08/2017 07:27,18/08/2017 08:22,3301, 08:22,110.03%,7,18,Jul
SEC-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,18/08/2017 09:42,18/08/2017 09:52,602, 09:52,20.07%,9,18,Jul
SEC-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,18/08/2017 12:57,18/08/2017 13:37,2400, 13:37,80.00%,12,18,Jul
SEC-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,18/08/2017 15:47,18/08/2017 15:52,300, 15:52,10.00%,15,18,Jul
SEC-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,24/08/2017 07:42,24/08/2017 07:47,301, 07:47,10.03%,7,24,Jul
SEC-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,24/08/2017 11:27,24/08/2017 11:42,900, 11:42,30.00%,11,24,Jul
SEC-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,25/08/2017 11:37,25/08/2017 12:07,1800, 12:07,60.00%,11,25,Jul
SEC-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,25/08/2017 15:07,25/08/2017 15:12,300, 15:12,10.00%,15,25,Jul
SEC-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,29/08/2017 08:02,29/08/2017 08:17,901, 08:17,30.03%,8,29,Jul
SEC-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,29/08/2017 08:47,29/08/2017 09:52,3901, 09:52,130.03%,8,29,Jul
SEC-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,29/08/2017 12:07,29/08/2017 12:12,300, 12:12,10.00%,12,29,Jul
SEC-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,29/08/2017 21:02,29/08/2017 21:07,300, 21:07,10.00%,21,29,Jul
SEC-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,31/08/2017 13:52,31/08/2017 14:02,601, 14:02,20.03%,13,31,Jul
SEC-SQL-20.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,31/08/2017 14:52,31/08/2017 15:07,900, 15:07,30.00%,14,31,Jul
SEC-SQL-T-02.SurreyCC.local,SQL 2012 DB Average Wait Time is too high,02/08/2017 12:33,02/08/2017 13:03,1801, 13:03,60.03%,12,2,Jul
